case,year,plot,species,pres.abs
28,1948,E,OEFR,0
29,1948,F,OEFR,0
30,1948,G,OEFR,0
31,1948,H,OEFR,0
32,1948,I,OEFR,1
33,1948,J,OEFR,0
34,1948,K,OEFR,0
35,1948,L,OEFR,0
36,1948,M,OEFR,0
37,1948,N,OEFR,0
38,1991,B,OEFR,0
39,1991,C,OEFR,0
40,1991,D,OEFR,0
41,1991,E,OEFR,0
42,1991,F,OEFR,0
43,1991,G,OEFR,0
44,1991,H,OEFR,0
45,1991,I,OEFR,0
46,1991,J,OEFR,0
47,1991,K,OEFR,0
48,1991,L,OEFR,0
49,1991,M,OEFR,0
50,1991,N,OEFR,0
1,1937,C,ONSE,0
2,1937,E,ONSE,0
3,1937,F,ONSE,0
4,1937,G,ONSE,0
5,1937,H,ONSE,1
6,1937,I,ONSE,0
7,1937,J,ONSE,0
8,1937,K,ONSE,0
9,1937,L,ONSE,0
10,1937,M,ONSE,0
11,1937,N,ONSE,0
12,1940,B,ONSE,0
13,1940,C,ONSE,0
14,1940,D,ONSE,0
15,1940,E,ONSE,0
16,1940,F,ONSE,0
17,1940,G,ONSE,0
18,1940,H,ONSE,1
19,1940,I,ONSE,0
20,1940,J,ONSE,0
21,1940,K,ONSE,0
22,1940,L,ONSE,0
23,1940,M,ONSE,0
24,1940,N,ONSE,0
25,1948,B,ONSE,0
26,1948,C,ONSE,0
27,1948,D,ONSE,0
28,1948,E,ONSE,0
29,1948,F,ONSE,0
30,1948,G,ONSE,0
31,1948,H,ONSE,1
32,1948,I,ONSE,1
33,1948,J,ONSE,0
34,1948,K,ONSE,1
35,1948,L,ONSE,0
36,1948,M,ONSE,0
37,1948,N,ONSE,0
38,1991,B,ONSE,0
39,1991,C,ONSE,0
40,1991,D,ONSE,0
41,1991,E,ONSE,0
42,1991,F,ONSE,0
43,1991,G,ONSE,0
44,1991,H,ONSE,0
45,1991,I,ONSE,1
46,1991,J,ONSE,0
47,1991,K,ONSE,0
48,1991,L,ONSE,0
49,1991,M,ONSE,0
50,1991,N,ONSE,0
1,1937,C,OSCI,0
2,1937,E,OSCI,0
3,1937,F,OSCI,0
4,1937,G,OSCI,1
5,1937,H,OSCI,1
6,1937,I,OSCI,0
7,1937,J,OSCI,0
8,1937,K,OSCI,1
9,1937,L,OSCI,1
10,1937,M,OSCI,0
11,1937,N,OSCI,0
12,1940,B,OSCI,0
13,1940,C,OSCI,0
14,1940,D,OSCI,0
15,1940,E,OSCI,0
16,1940,F,OSCI,0
17,1940,G,OSCI,0
18,1940,H,OSCI,0
19,1940,I,OSCI,0
20,1940,J,OSCI,0
21,1940,K,OSCI,0
22,1940,L,OSCI,0
23,1940,M,OSCI,0
24,1940,N,OSCI,0
25,1948,B,OSCI,0
26,1948,C,OSCI,0
27,1948,D,OSCI,0
28,1948,E,OSCI,0
29,1948,F,OSCI,0
30,1948,G,OSCI,0
31,1948,H,OSCI,0
32,1948,I,OSCI,0
33,1948,J,OSCI,0
34,1948,K,OSCI,0
35,1948,L,OSCI,0
36,1948,M,OSCI,0
37,1948,N,OSCI,0
38,1991,B,OSCI,0
39,1991,C,OSCI,0
40,1991,D,OSCI,0
41,1991,E,OSCI,0
42,1991,F,OSCI,0
43,1991,G,OSCI,0
44,1991,H,OSCI,0
45,1991,I,OSCI,0
46,1991,J,OSCI,1
47,1991,K,OSCI,1
48,1991,L,OSCI,1
49,1991,M,OSCI,0
50,1991,N,OSCI,0
1,1937,C,OSCL,0
2,1937,E,OSCL,0
3,1937,F,OSCL,0
4,1937,G,OSCL,0
5,1937,H,OSCL,0
6,1937,I,OSCL,0
7,1937,J,OSCL,0
8,1937,K,OSCL,0
9,1937,L,OSCL,0
10,1937,M,OSCL,0
11,1937,N,OSCL,0
12,1940,B,OSCL,0
13,1940,C,OSCL,0
14,1940,D,OSCL,0
15,1940,E,OSCL,0
16,1940,F,OSCL,0
17,1940,G,OSCL,0
18,1940,H,OSCL,0
19,1940,I,OSCL,0
20,1940,J,OSCL,0
21,1940,K,OSCL,0
22,1940,L,OSCL,1
23,1940,M,OSCL,0
24,1940,N,OSCL,0
25,1948,B,OSCL,0
26,1948,C,OSCL,0
27,1948,D,OSCL,0
28,1948,E,OSCL,0
29,1948,F,OSCL,0
30,1948,G,OSCL,0
31,1948,H,OSCL,0
32,1948,I,OSCL,0
33,1948,J,OSCL,0
34,1948,K,OSCL,1
35,1948,L,OSCL,1
36,1948,M,OSCL,0
37,1948,N,OSCL,0
38,1991,B,OSCL,0
39,1991,C,OSCL,0
40,1991,D,OSCL,1
41,1991,E,OSCL,0
42,1991,F,OSCL,0
43,1991,G,OSCL,0
44,1991,H,OSCL,0
45,1991,I,OSCL,1
46,1991,J,OSCL,0
47,1991,K,OSCL,0
48,1991,L,OSCL,0
49,1991,M,OSCL,0
50,1991,N,OSCL,0
1,1937,C,OXEU,0
2,1937,E,OXEU,0
3,1937,F,OXEU,0
4,1937,G,OXEU,0
5,1937,H,OXEU,0
6,1937,I,OXEU,0
7,1937,J,OXEU,0
8,1937,K,OXEU,0
9,1937,L,OXEU,0
10,1937,M,OXEU,0
11,1937,N,OXEU,0
12,1940,B,OXEU,0
13,1940,C,OXEU,0
14,1940,D,OXEU,0
15,1940,E,OXEU,0
16,1940,F,OXEU,0
17,1940,G,OXEU,0
18,1940,H,OXEU,1
19,1940,I,OXEU,1
20,1940,J,OXEU,0
21,1940,K,OXEU,0
22,1940,L,OXEU,0
23,1940,M,OXEU,0
24,1940,N,OXEU,0
25,1948,B,OXEU,0
26,1948,C,OXEU,0
27,1948,D,OXEU,0
28,1948,E,OXEU,0
29,1948,F,OXEU,0
30,1948,G,OXEU,0
31,1948,H,OXEU,0
32,1948,I,OXEU,0
33,1948,J,OXEU,0
34,1948,K,OXEU,0
35,1948,L,OXEU,0
36,1948,M,OXEU,0
37,1948,N,OXEU,0
38,1991,B,OXEU,0
39,1991,C,OXEU,0
40,1991,D,OXEU,0
41,1991,E,OXEU,0
42,1991,F,OXEU,0
43,1991,G,OXEU,0
44,1991,H,OXEU,0
45,1991,I,OXEU,0
46,1991,J,OXEU,0
47,1991,K,OXEU,0
48,1991,L,OXEU,0
49,1991,M,OXEU,0
50,1991,N,OXEU,0
1,1937,C,PLSPP,0
2,1937,E,PLSPP,0
3,1937,F,PLSPP,0
4,1937,G,PLSPP,0
5,1937,H,PLSPP,0
6,1937,I,PLSPP,0
7,1937,J,PLSPP,0
8,1937,K,PLSPP,0
9,1937,L,PLSPP,0
10,1937,M,PLSPP,0
11,1937,N,PLSPP,0
12,1940,B,PLSPP,0
13,1940,C,PLSPP,0
14,1940,D,PLSPP,0
15,1940,E,PLSPP,0
16,1940,F,PLSPP,0
17,1940,G,PLSPP,0
18,1940,H,PLSPP,0
19,1940,I,PLSPP,0
20,1940,J,PLSPP,1
21,1940,K,PLSPP,0
22,1940,L,PLSPP,0
23,1940,M,PLSPP,0
24,1940,N,PLSPP,0
25,1948,B,PLSPP,0
26,1948,C,PLSPP,0
27,1948,D,PLSPP,0
28,1948,E,PLSPP,0
29,1948,F,PLSPP,0
30,1948,G,PLSPP,0
31,1948,H,PLSPP,0
32,1948,I,PLSPP,0
33,1948,J,PLSPP,0
34,1948,K,PLSPP,0
35,1948,L,PLSPP,0
36,1948,M,PLSPP,0
37,1948,N,PLSPP,0
38,1991,B,PLSPP,0
39,1991,C,PLSPP,0
40,1991,D,PLSPP,0
41,1991,E,PLSPP,0
42,1991,F,PLSPP,0
43,1991,G,PLSPP,0
44,1991,H,PLSPP,0
45,1991,I,PLSPP,0
46,1991,J,PLSPP,0
47,1991,K,PLSPP,0
48,1991,L,PLSPP,0
49,1991,M,PLSPP,0
50,1991,N,PLSPP,0
1,1937,C,POPA,0
2,1937,E,POPA,1
3,1937,F,POPA,0
4,1937,G,POPA,0
5,1937,H,POPA,0
6,1937,I,POPA,0
7,1937,J,POPA,0
8,1937,K,POPA,0
9,1937,L,POPA,0
10,1937,M,POPA,0
11,1937,N,POPA,0
12,1940,B,POPA,0
13,1940,C,POPA,0
14,1940,D,POPA,0
15,1940,E,POPA,0
16,1940,F,POPA,0
17,1940,G,POPA,0
18,1940,H,POPA,0
19,1940,I,POPA,0
20,1940,J,POPA,0
21,1940,K,POPA,0
22,1940,L,POPA,0
23,1940,M,POPA,0
24,1940,N,POPA,0
25,1948,B,POPA,0
26,1948,C,POPA,0
27,1948,D,POPA,0
28,1948,E,POPA,0
29,1948,F,POPA,0
30,1948,G,POPA,0
31,1948,H,POPA,0
32,1948,I,POPA,0
33,1948,J,POPA,0
34,1948,K,POPA,0
35,1948,L,POPA,0
36,1948,M,POPA,0
37,1948,N,POPA,0
38,1991,B,POPA,0
39,1991,C,POPA,0
40,1991,D,POPA,0
41,1991,E,POPA,0
42,1991,F,POPA,0
43,1991,G,POPA,0
44,1991,H,POPA,0
45,1991,I,POPA,0
46,1991,J,POPA,0
47,1991,K,POPA,0
48,1991,L,POPA,0
49,1991,M,POPA,0
50,1991,N,POPA,0
1,1937,C,POPU,0
2,1937,E,POPU,0
3,1937,F,POPU,0
4,1937,G,POPU,0
5,1937,H,POPU,0
6,1937,I,POPU,0
7,1937,J,POPU,0
8,1937,K,POPU,0
9,1937,L,POPU,0
10,1937,M,POPU,0
11,1937,N,POPU,0
12,1940,B,POPU,0
13,1940,C,POPU,0
14,1940,D,POPU,0
15,1940,E,POPU,0
16,1940,F,POPU,0
17,1940,G,POPU,0
18,1940,H,POPU,0
19,1940,I,POPU,0
20,1940,J,POPU,0
21,1940,K,POPU,0
22,1940,L,POPU,0
23,1940,M,POPU,0
24,1940,N,POPU,0
25,1948,B,POPU,0
26,1948,C,POPU,0
27,1948,D,POPU,0
28,1948,E,POPU,0
29,1948,F,POPU,0
30,1948,G,POPU,0
31,1948,H,POPU,0
32,1948,I,POPU,0
33,1948,J,POPU,0
34,1948,K,POPU,0
35,1948,L,POPU,0
36,1948,M,POPU,0
37,1948,N,POPU,0
38,1991,B,POPU,0
39,1991,C,POPU,0
40,1991,D,POPU,1
41,1991,E,POPU,1
42,1991,F,POPU,0
43,1991,G,POPU,0
44,1991,H,POPU,0
45,1991,I,POPU,1
46,1991,J,POPU,1
47,1991,K,POPU,0
48,1991,L,POPU,1
49,1991,M,POPU,0
50,1991,N,POPU,0
1,1937,C,POSPP,0
2,1937,E,POSPP,0
3,1937,F,POSPP,0
4,1937,G,POSPP,0
5,1937,H,POSPP,0
6,1937,I,POSPP,0
7,1937,J,POSPP,0
8,1937,K,POSPP,0
9,1937,L,POSPP,0
10,1937,M,POSPP,0
11,1937,N,POSPP,0
12,1940,B,POSPP,0
13,1940,C,POSPP,0
14,1940,D,POSPP,0
15,1940,E,POSPP,0
16,1940,F,POSPP,0
17,1940,G,POSPP,0
18,1940,H,POSPP,0
19,1940,I,POSPP,0
20,1940,J,POSPP,0
21,1940,K,POSPP,0
22,1940,L,POSPP,0
23,1940,M,POSPP,0
24,1940,N,POSPP,0
25,1948,B,POSPP,0
26,1948,C,POSPP,1
27,1948,D,POSPP,0
28,1948,E,POSPP,0
29,1948,F,POSPP,0
30,1948,G,POSPP,0
31,1948,H,POSPP,0
32,1948,I,POSPP,0
33,1948,J,POSPP,0
34,1948,K,POSPP,0
35,1948,L,POSPP,0
36,1948,M,POSPP,0
37,1948,N,POSPP,0
38,1991,B,POSPP,0
39,1991,C,POSPP,0
40,1991,D,POSPP,0
41,1991,E,POSPP,0
42,1991,F,POSPP,0
43,1991,G,POSPP,0
44,1991,H,POSPP,0
45,1991,I,POSPP,0
46,1991,J,POSPP,0
47,1991,K,POSPP,0
48,1991,L,POSPP,0
49,1991,M,POSPP,0
50,1991,N,POSPP,0
1,1937,C,POVU,0
2,1937,E,POVU,0
3,1937,F,POVU,0
4,1937,G,POVU,0
5,1937,H,POVU,0
6,1937,I,POVU,0
7,1937,J,POVU,0
8,1937,K,POVU,0
9,1937,L,POVU,0
10,1937,M,POVU,0
11,1937,N,POVU,0
12,1940,B,POVU,0
13,1940,C,POVU,0
14,1940,D,POVU,0
15,1940,E,POVU,0
16,1940,F,POVU,0
17,1940,G,POVU,0
18,1940,H,POVU,0
19,1940,I,POVU,0
20,1940,J,POVU,0
21,1940,K,POVU,0
22,1940,L,POVU,0
23,1940,M,POVU,0
24,1940,N,POVU,0
25,1948,B,POVU,0
26,1948,C,POVU,0
27,1948,D,POVU,0
28,1948,E,POVU,0
29,1948,F,POVU,0
30,1948,G,POVU,0
31,1948,H,POVU,0
32,1948,I,POVU,0
33,1948,J,POVU,0
34,1948,K,POVU,1
35,1948,L,POVU,0
36,1948,M,POVU,0
37,1948,N,POVU,0
38,1991,B,POVU,0
39,1991,C,POVU,0
40,1991,D,POVU,1
41,1991,E,POVU,0
42,1991,F,POVU,0
43,1991,G,POVU,0
44,1991,H,POVU,0
45,1991,I,POVU,0
46,1991,J,POVU,0
47,1991,K,POVU,1
48,1991,L,POVU,0
49,1991,M,POVU,0
50,1991,N,POVU,0
1,1937,C,POAC,0
2,1937,E,POAC,0
3,1937,F,POAC,0
4,1937,G,POAC,0
5,1937,H,POAC,0
6,1937,I,POAC,0
7,1937,J,POAC,0
8,1937,K,POAC,1
9,1937,L,POAC,1
10,1937,M,POAC,0
11,1937,N,POAC,0
12,1940,B,POAC,0
13,1940,C,POAC,0
14,1940,D,POAC,0
15,1940,E,POAC,0
16,1940,F,POAC,0
17,1940,G,POAC,0
18,1940,H,POAC,0
19,1940,I,POAC,0
20,1940,J,POAC,0
21,1940,K,POAC,0
22,1940,L,POAC,0
23,1940,M,POAC,0
24,1940,N,POAC,0
25,1948,B,POAC,0
26,1948,C,POAC,0
27,1948,D,POAC,0
28,1948,E,POAC,0
29,1948,F,POAC,0
30,1948,G,POAC,0
31,1948,H,POAC,0
32,1948,I,POAC,0
33,1948,J,POAC,0
34,1948,K,POAC,0
35,1948,L,POAC,1
36,1948,M,POAC,0
37,1948,N,POAC,0
38,1991,B,POAC,0
39,1991,C,POAC,0
40,1991,D,POAC,1
41,1991,E,POAC,1
42,1991,F,POAC,0
43,1991,G,POAC,0
44,1991,H,POAC,0
45,1991,I,POAC,0
46,1991,J,POAC,0
47,1991,K,POAC,1
48,1991,L,POAC,1
49,1991,M,POAC,0
50,1991,N,POAC,0
1,1937,C,PTSPP,0
2,1937,E,PTSPP,0
3,1937,F,PTSPP,0
4,1937,G,PTSPP,0
5,1937,H,PTSPP,0
6,1937,I,PTSPP,0
7,1937,J,PTSPP,0
8,1937,K,PTSPP,0
9,1937,L,PTSPP,0
10,1937,M,PTSPP,0
11,1937,N,PTSPP,0
12,1940,B,PTSPP,0
13,1940,C,PTSPP,0
14,1940,D,PTSPP,0
15,1940,E,PTSPP,0
16,1940,F,PTSPP,0
17,1940,G,PTSPP,0
18,1940,H,PTSPP,0
19,1940,I,PTSPP,0
20,1940,J,PTSPP,0
21,1940,K,PTSPP,0
22,1940,L,PTSPP,0
23,1940,M,PTSPP,0
24,1940,N,PTSPP,1
25,1948,B,PTSPP,1
26,1948,C,PTSPP,0
27,1948,D,PTSPP,0
28,1948,E,PTSPP,0
29,1948,F,PTSPP,0
30,1948,G,PTSPP,1
31,1948,H,PTSPP,1
32,1948,I,PTSPP,1
33,1948,J,PTSPP,1
34,1948,K,PTSPP,0
35,1948,L,PTSPP,1
36,1948,M,PTSPP,1
37,1948,N,PTSPP,1
38,1991,B,PTSPP,0
39,1991,C,PTSPP,0
40,1991,D,PTSPP,0
41,1991,E,PTSPP,0
42,1991,F,PTSPP,0
43,1991,G,PTSPP,0
44,1991,H,PTSPP,0
45,1991,I,PTSPP,0
46,1991,J,PTSPP,0
47,1991,K,PTSPP,0
48,1991,L,PTSPP,0
49,1991,M,PTSPP,0
50,1991,N,PTSPP,0
1,1937,C,PRSPP,0
2,1937,E,PRSPP,0
3,1937,F,PRSPP,0
4,1937,G,PRSPP,0
5,1937,H,PRSPP,0
6,1937,I,PRSPP,0
7,1937,J,PRSPP,0
8,1937,K,PRSPP,0
9,1937,L,PRSPP,0
10,1937,M,PRSPP,0
11,1937,N,PRSPP,0
12,1940,B,PRSPP,0
13,1940,C,PRSPP,0
14,1940,D,PRSPP,1
15,1940,E,PRSPP,0
16,1940,F,PRSPP,0
17,1940,G,PRSPP,0
18,1940,H,PRSPP,0
19,1940,I,PRSPP,0
20,1940,J,PRSPP,0
21,1940,K,PRSPP,0
22,1940,L,PRSPP,1
23,1940,M,PRSPP,0
24,1940,N,PRSPP,0
25,1948,B,PRSPP,1
26,1948,C,PRSPP,0
27,1948,D,PRSPP,0
28,1948,E,PRSPP,0
29,1948,F,PRSPP,0
30,1948,G,PRSPP,0
31,1948,H,PRSPP,0
32,1948,I,PRSPP,0
33,1948,J,PRSPP,0
34,1948,K,PRSPP,0
35,1948,L,PRSPP,0
36,1948,M,PRSPP,0
37,1948,N,PRSPP,0
38,1991,B,PRSPP,0
39,1991,C,PRSPP,0
40,1991,D,PRSPP,1
41,1991,E,PRSPP,0
42,1991,F,PRSPP,0
43,1991,G,PRSPP,0
44,1991,H,PRSPP,0
45,1991,I,PRSPP,0
46,1991,J,PRSPP,0
47,1991,K,PRSPP,0
48,1991,L,PRSPP,1
49,1991,M,PRSPP,0
50,1991,N,PRSPP,0
1,1937,C,PRVU,0
2,1937,E,PRVU,0
3,1937,F,PRVU,0
4,1937,G,PRVU,0
5,1937,H,PRVU,0
6,1937,I,PRVU,0
7,1937,J,PRVU,0
8,1937,K,PRVU,0
9,1937,L,PRVU,0
10,1937,M,PRVU,0
11,1937,N,PRVU,0
12,1940,B,PRVU,0
13,1940,C,PRVU,0
14,1940,D,PRVU,0
15,1940,E,PRVU,0
16,1940,F,PRVU,0
17,1940,G,PRVU,0
18,1940,H,PRVU,0
19,1940,I,PRVU,0
20,1940,J,PRVU,0
21,1940,K,PRVU,0
22,1940,L,PRVU,0
23,1940,M,PRVU,0
24,1940,N,PRVU,0
25,1948,B,PRVU,0
26,1948,C,PRVU,0
27,1948,D,PRVU,0
28,1948,E,PRVU,0
29,1948,F,PRVU,0
30,1948,G,PRVU,0
31,1948,H,PRVU,0
32,1948,I,PRVU,0
33,1948,J,PRVU,0
34,1948,K,PRVU,1
35,1948,L,PRVU,0
36,1948,M,PRVU,0
37,1948,N,PRVU,0
38,1991,B,PRVU,0
39,1991,C,PRVU,0
40,1991,D,PRVU,0
41,1991,E,PRVU,0
42,1991,F,PRVU,0
43,1991,G,PRVU,0
44,1991,H,PRVU,0
45,1991,I,PRVU,0
46,1991,J,PRVU,0
47,1991,K,PRVU,0
48,1991,L,PRVU,0
49,1991,M,PRVU,0
50,1991,N,PRVU,0
1,1937,C,PYEL,0
2,1937,E,PYEL,1
3,1937,F,PYEL,0
4,1937,G,PYEL,1
5,1937,H,PYEL,0
6,1937,I,PYEL,0
7,1937,J,PYEL,0
8,1937,K,PYEL,1
9,1937,L,PYEL,1
10,1937,M,PYEL,1
11,1937,N,PYEL,1
12,1940,B,PYEL,0
13,1940,C,PYEL,0
14,1940,D,PYEL,0
15,1940,E,PYEL,0
16,1940,F,PYEL,0
17,1940,G,PYEL,0
18,1940,H,PYEL,0
19,1940,I,PYEL,0
20,1940,J,PYEL,0
21,1940,K,PYEL,0
22,1940,L,PYEL,0
23,1940,M,PYEL,0
24,1940,N,PYEL,0
25,1948,B,PYEL,0
26,1948,C,PYEL,0
27,1948,D,PYEL,0
28,1948,E,PYEL,0
29,1948,F,PYEL,0
30,1948,G,PYEL,0
31,1948,H,PYEL,0
32,1948,I,PYEL,0
33,1948,J,PYEL,0
34,1948,K,PYEL,0
35,1948,L,PYEL,0
36,1948,M,PYEL,0
37,1948,N,PYEL,0
38,1991,B,PYEL,0
39,1991,C,PYEL,0
40,1991,D,PYEL,0
41,1991,E,PYEL,0
42,1991,F,PYEL,0
43,1991,G,PYEL,0
44,1991,H,PYEL,0
45,1991,I,PYEL,0
46,1991,J,PYEL,0
47,1991,K,PYEL,0
48,1991,L,PYEL,0
49,1991,M,PYEL,0
50,1991,N,PYEL,0
1,1937,C,PYRO,1
2,1937,E,PYRO,0
3,1937,F,PYRO,0
4,1937,G,PYRO,1
5,1937,H,PYRO,0
6,1937,I,PYRO,0
7,1937,J,PYRO,0
8,1937,K,PYRO,0
9,1937,L,PYRO,0
10,1937,M,PYRO,1
11,1937,N,PYRO,1
12,1940,B,PYRO,0
13,1940,C,PYRO,0
14,1940,D,PYRO,0
15,1940,E,PYRO,0
16,1940,F,PYRO,0
17,1940,G,PYRO,0
18,1940,H,PYRO,0
19,1940,I,PYRO,0
20,1940,J,PYRO,0
21,1940,K,PYRO,0
22,1940,L,PYRO,0
23,1940,M,PYRO,0
24,1940,N,PYRO,0
25,1948,B,PYRO,0
26,1948,C,PYRO,0
27,1948,D,PYRO,0
28,1948,E,PYRO,0
29,1948,F,PYRO,0
30,1948,G,PYRO,0
31,1948,H,PYRO,0
32,1948,I,PYRO,0
33,1948,J,PYRO,0
34,1948,K,PYRO,0
35,1948,L,PYRO,0
36,1948,M,PYRO,0
37,1948,N,PYRO,0
38,1991,B,PYRO,0
39,1991,C,PYRO,0
40,1991,D,PYRO,0
41,1991,E,PYRO,0
42,1991,F,PYRO,0
43,1991,G,PYRO,0
44,1991,H,PYRO,0
45,1991,I,PYRO,0
46,1991,J,PYRO,0
47,1991,K,PYRO,0
48,1991,L,PYRO,0
49,1991,M,PYRO,0
50,1991,N,PYRO,0
1,1937,C,PYSPP,0
2,1937,E,PYSPP,0
3,1937,F,PYSPP,0
4,1937,G,PYSPP,0
5,1937,H,PYSPP,0
6,1937,I,PYSPP,0
7,1937,J,PYSPP,0
8,1937,K,PYSPP,0
9,1937,L,PYSPP,0
10,1937,M,PYSPP,0
11,1937,N,PYSPP,0
12,1940,B,PYSPP,0
13,1940,C,PYSPP,0
14,1940,D,PYSPP,0
15,1940,E,PYSPP,0
16,1940,F,PYSPP,0
17,1940,G,PYSPP,0
18,1940,H,PYSPP,0
19,1940,I,PYSPP,0
20,1940,J,PYSPP,0
21,1940,K,PYSPP,0
22,1940,L,PYSPP,0
23,1940,M,PYSPP,0
24,1940,N,PYSPP,0
25,1948,B,PYSPP,0
26,1948,C,PYSPP,0
27,1948,D,PYSPP,0
28,1948,E,PYSPP,0
29,1948,F,PYSPP,0
30,1948,G,PYSPP,1
31,1948,H,PYSPP,0
32,1948,I,PYSPP,0
33,1948,J,PYSPP,0
34,1948,K,PYSPP,0
35,1948,L,PYSPP,1
36,1948,M,PYSPP,1
37,1948,N,PYSPP,0
38,1991,B,PYSPP,0
39,1991,C,PYSPP,0
40,1991,D,PYSPP,0
41,1991,E,PYSPP,0
42,1991,F,PYSPP,0
43,1991,G,PYSPP,1
44,1991,H,PYSPP,0
45,1991,I,PYSPP,0
46,1991,J,PYSPP,1
47,1991,K,PYSPP,0
48,1991,L,PYSPP,0
49,1991,M,PYSPP,0
50,1991,N,PYSPP,0
1,1937,C,PTAQ,0
2,1937,E,PTAQ,0
3,1937,F,PTAQ,0
4,1937,G,PTAQ,0
5,1937,H,PTAQ,0
6,1937,I,PTAQ,0
7,1937,J,PTAQ,1
8,1937,K,PTAQ,1
9,1937,L,PTAQ,1
10,1937,M,PTAQ,0
11,1937,N,PTAQ,0
12,1940,B,PTAQ,0
13,1940,C,PTAQ,0
14,1940,D,PTAQ,1
15,1940,E,PTAQ,0
16,1940,F,PTAQ,0
17,1940,G,PTAQ,1
18,1940,H,PTAQ,0
19,1940,I,PTAQ,0
20,1940,J,PTAQ,1
21,1940,K,PTAQ,0
22,1940,L,PTAQ,1
23,1940,M,PTAQ,0
24,1940,N,PTAQ,0
25,1948,B,PTAQ,0
26,1948,C,PTAQ,0
27,1948,D,PTAQ,0
28,1948,E,PTAQ,0
29,1948,F,PTAQ,0
30,1948,G,PTAQ,1
31,1948,H,PTAQ,0
32,1948,I,PTAQ,0
33,1948,J,PTAQ,1
34,1948,K,PTAQ,1
35,1948,L,PTAQ,1
36,1948,M,PTAQ,0
37,1948,N,PTAQ,0
38,1991,B,PTAQ,0
39,1991,C,PTAQ,0
40,1991,D,PTAQ,1
41,1991,E,PTAQ,0
42,1991,F,PTAQ,0
43,1991,G,PTAQ,1
44,1991,H,PTAQ,0
45,1991,I,PTAQ,0
46,1991,J,PTAQ,1
47,1991,K,PTAQ,1
48,1991,L,PTAQ,1
49,1991,M,PTAQ,0
50,1991,N,PTAQ,0
1,1937,C,RASPP,0
2,1937,E,RASPP,0
3,1937,F,RASPP,0
4,1937,G,RASPP,0
5,1937,H,RASPP,0
6,1937,I,RASPP,0
7,1937,J,RASPP,0
8,1937,K,RASPP,0
9,1937,L,RASPP,0
10,1937,M,RASPP,0
11,1937,N,RASPP,0
12,1940,B,RASPP,0
13,1940,C,RASPP,0
14,1940,D,RASPP,0
15,1940,E,RASPP,0
16,1940,F,RASPP,0
17,1940,G,RASPP,0
18,1940,H,RASPP,0
19,1940,I,RASPP,0
20,1940,J,RASPP,0
21,1940,K,RASPP,0
22,1940,L,RASPP,0
23,1940,M,RASPP,0
24,1940,N,RASPP,1
25,1948,B,RASPP,0
26,1948,C,RASPP,0
27,1948,D,RASPP,0
28,1948,E,RASPP,0
29,1948,F,RASPP,0
30,1948,G,RASPP,0
31,1948,H,RASPP,0
32,1948,I,RASPP,0
33,1948,J,RASPP,0
34,1948,K,RASPP,0
35,1948,L,RASPP,0
36,1948,M,RASPP,0
37,1948,N,RASPP,0
38,1991,B,RASPP,0
39,1991,C,RASPP,0
40,1991,D,RASPP,0
41,1991,E,RASPP,0
42,1991,F,RASPP,0
43,1991,G,RASPP,0
44,1991,H,RASPP,0
45,1991,I,RASPP,0
46,1991,J,RASPP,0
47,1991,K,RASPP,0
48,1991,L,RASPP,0
49,1991,M,RASPP,0
50,1991,N,RASPP,0
1,1937,C,RHSPP,0
2,1937,E,RHSPP,0
3,1937,F,RHSPP,0
4,1937,G,RHSPP,0
5,1937,H,RHSPP,0
6,1937,I,RHSPP,0
7,1937,J,RHSPP,0
8,1937,K,RHSPP,0
9,1937,L,RHSPP,0
10,1937,M,RHSPP,0
11,1937,N,RHSPP,0
12,1940,B,RHSPP,0
13,1940,C,RHSPP,0
14,1940,D,RHSPP,0
15,1940,E,RHSPP,0
16,1940,F,RHSPP,0
17,1940,G,RHSPP,0
18,1940,H,RHSPP,0
19,1940,I,RHSPP,0
20,1940,J,RHSPP,0
21,1940,K,RHSPP,0
22,1940,L,RHSPP,0
23,1940,M,RHSPP,0
24,1940,N,RHSPP,0
25,1948,B,RHSPP,0
26,1948,C,RHSPP,0
27,1948,D,RHSPP,1
28,1948,E,RHSPP,0
29,1948,F,RHSPP,0
30,1948,G,RHSPP,0
31,1948,H,RHSPP,0
32,1948,I,RHSPP,0
33,1948,J,RHSPP,0
34,1948,K,RHSPP,0
35,1948,L,RHSPP,1
36,1948,M,RHSPP,0
37,1948,N,RHSPP,0
38,1991,B,RHSPP,0
39,1991,C,RHSPP,0
40,1991,D,RHSPP,1
41,1991,E,RHSPP,0
42,1991,F,RHSPP,0
43,1991,G,RHSPP,0
44,1991,H,RHSPP,0
45,1991,I,RHSPP,0
46,1991,J,RHSPP,0
47,1991,K,RHSPP,0
48,1991,L,RHSPP,0
49,1991,M,RHSPP,0
50,1991,N,RHSPP,0
1,1937,C,RSSPP,0
2,1937,E,RSSPP,0
3,1937,F,RSSPP,1
4,1937,G,RSSPP,0
5,1937,H,RSSPP,0
6,1937,I,RSSPP,0
7,1937,J,RSSPP,0
8,1937,K,RSSPP,0
9,1937,L,RSSPP,0
10,1937,M,RSSPP,0
11,1937,N,RSSPP,0
12,1940,B,RSSPP,0
13,1940,C,RSSPP,0
14,1940,D,RSSPP,1
15,1940,E,RSSPP,0
16,1940,F,RSSPP,1
17,1940,G,RSSPP,1
